Time,max(CACoordsX),min(CACoordsX)
5.45e-08,9.62358e-08,9.59695e-08
5.46e-08,9.61647e-08,9.59013e-08
5.47e-08,9.60923e-08,9.58318e-08
5.48e-08,9.60184e-08,9.57606e-08
5.49e-08,9.59479e-08,9.56875e-08
5.5e-08,9.58787e-08,9.5612e-08
5.51e-08,9.58086e-08,9.55433e-08
5.52e-08,9.57374e-08,9.5475e-08
5.53e-08,9.56648e-08,9.54053e-08
5.54e-08,9.55912e-08,9.53338e-08
5.55e-08,9.55227e-08,9.52602e-08
5.56e-08,9.54536e-08,9.51863e-08
5.57e-08,9.53835e-08,9.51192e-08
5.58e-08,9.53121e-08,9.50508e-08
5.59e-08,9.52394e-08,9.49808e-08
5.6e-08,9.5168e-08,9.49089e-08
5.61e-08,9.50997e-08,9.48349e-08
5.62e-08,9.50306e-08,9.47642e-08
5.63e-08,9.49604e-08,9.4697e-08
5.64e-08,9.4889e-08,9.46285e-08
5.65e-08,9.48161e-08,9.45583e-08
5.66e-08,9.47469e-08,9.44861e-08
5.67e-08,9.46787e-08,9.44118e-08
5.68e-08,9.46096e-08,9.43441e-08
5.69e-08,9.45395e-08,9.42769e-08
5.7e-08,9.4468e-08,9.42082e-08
5.71e-08,9.43952e-08,9.41378e-08
5.72e-08,9.43278e-08,9.40654e-08
5.73e-08,9.42597e-08,9.3992e-08
5.74e-08,9.41908e-08,9.3926e-08
5.75e-08,9.41206e-08,9.38587e-08
5.76e-08,9.40491e-08,9.37899e-08
5.77e-08,9.3978e-08,9.37194e-08
5.78e-08,9.39108e-08,9.36468e-08
5.79e-08,9.38428e-08,9.35758e-08
5.8e-08,9.37739e-08,9.35098e-08
5.81e-08,9.37039e-08,9.34425e-08
5.82e-08,9.36323e-08,9.33737e-08
5.83e-08,9.35628e-08,9.33031e-08
5.84e-08,9.34958e-08,9.32303e-08
5.85e-08,9.3428e-08,9.31615e-08
5.86e-08,9.33592e-08,9.30955e-08
5.87e-08,9.32892e-08,9.30283e-08
5.88e-08,9.32177e-08,9.29595e-08
5.89e-08,9.31496e-08,9.28888e-08
5.9e-08,9.30828e-08,9.2816e-08
5.91e-08,9.30152e-08,9.27491e-08
5.92e-08,9.29465e-08,9.26833e-08
5.93e-08,9.28765e-08,9.26161e-08
5.94e-08,9.28051e-08,9.25473e-08
5.95e-08,9.27384e-08,9.24766e-08
5.96e-08,9.26718e-08,9.24037e-08
5.97e-08,9.26043e-08,9.23387e-08
5.98e-08,9.25358e-08,9.22729e-08
5.99e-08,9.2466e-08,9.22059e-08
6e-08,9.2395e-08,9.21371e-08
6.01e-08,9.23292e-08,9.20665e-08
6.02e-08,9.22628e-08,9.19945e-08
6.03e-08,9.21955e-08,9.19301e-08
