time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N)
1.39000076507e-08,-1e+300,1.47951889688e-23,3.40233754802e-25,(1.98693905887e-11 -1.71464141394e-28 -2.77495161856e-13)
1.40000019883e-08,-1e+300,1.475462013e-23,3.4022512109000003e-25,(1.98561392569e-11 -1.26348429673e-28 -2.72734025064e-13)
1.41000004449e-08,-1e+300,1.4719903088500002e-23,3.40358592414e-25,(1.9872237519e-11 -8.67734680439e-30 -2.73363862146e-13)
1.42000005078e-08,-1e+300,1.4695592592e-23,3.40567316893e-25,(1.98787830984e-11 9.09204807679e-30 -2.73054122901e-13)
1.42999990423e-08,-1e+300,1.4656294104600002e-23,3.40485383133e-25,(1.98664765042e-11 5.72215554229e-29 -2.68558542281e-13)
1.44000071287e-08,-1e+300,1.46215607802e-23,3.40663341325e-25,(1.98810203055e-11 -4.87905951269e-30 -2.68692280744e-13)
1.45000040992e-08,-1e+300,1.45972690222e-23,3.40973899146e-25,(1.98871804723e-11 -1.87300434098e-28 -2.68625136963e-13)
1.46000047546e-08,-1e+300,1.45596272757e-23,3.40850083705e-25,(1.98761908291e-11 -3.39138686995e-28 -2.64548562962e-13)
1.47000069052e-08,-1e+300,1.45242230741e-23,3.41128442296e-25,(1.988750944e-11 -4.83450946996e-28 -2.63881454912e-13)
1.47999944697e-08,-1e+300,1.45004643342e-23,3.41305592535e-25,(1.98955226248e-11 -6.36015077463e-28 -2.64315410006e-13)
1.49000061243e-08,-1e+300,1.4464404047000002e-23,3.4137784184099997e-25,(1.98845896981e-11 -7.82189527646e-28 -2.60476639441e-13)
1.49999950402e-08,-1e+300,1.4429676586700002e-23,3.41288929147e-25,(1.98953225233e-11 -8.41132901664e-28 -2.59321442349e-13)
1.50999982351e-08,-1e+300,1.44051255754e-23,3.41598233094e-25,(1.99034471928e-11 -7.77873230982e-28 -2.6007605558e-13)
1.51999993986e-08,-1e+300,1.4371188209800002e-23,3.41712025713e-25,(1.9894206618e-11 -7.06351059846e-28 -2.56701598925e-13)
1.53000014767e-08,-1e+300,1.43356731043e-23,3.41812049368e-25,(1.98991698772e-11 -5.72334428168e-28 -2.54403789116e-13)
1.53999994196e-08,-1e+300,1.43105976937e-23,3.41910496017e-25,(1.99104565309e-11 -3.32279226754e-28 -2.55817170851e-13)
1.55000024133e-08,-1e+300,1.4279453652e-23,3.41899968314e-25,(1.99044703951e-11 -2.23977534856e-29 -2.53058907064e-13)
1.5599996458e-08,-1e+300,1.42433354899e-23,3.4210525829699997e-25,(1.99034856424e-11 1.52922356115e-28 -2.49648928734e-13)
1.56999997177e-08,-1e+300,1.4217150013e-23,3.42187093956e-25,(1.99167138036e-11 3.490579666e-28 -2.51593182327e-13)
1.5800001234e-08,-1e+300,1.41889464701e-23,3.4221663154000002e-25,(1.99132992035e-11 5.15176577623e-28 -2.49396178217e-13)
1.58999977613e-08,-1e+300,1.41527860725e-23,3.42157602657e-25,(1.99081716519e-11 5.94117594994e-28 -2.45297683837e-13)
1.60000009377e-08,-1e+300,1.4124708234700002e-23,3.42440416119e-25,(1.99220241648e-11 6.48918789788e-28 -2.47298922483e-13)
1.60999990744e-08,-1e+300,1.40995404375e-23,3.42524025452e-25,(1.99214633542e-11 6.71270049994e-28 -2.45731680626e-13)
1.61999940569e-08,-1e+300,1.40629666588e-23,3.42421478981e-25,(1.99098777995e-11 6.86409953585e-28 -2.4118905327e-13)
