Time,max(CACoordsX),min(CACoordsX),max(Result),min(Result),max(coordsX),min(coordsX)
1.081e-07,6.48676e-08,6.45832e-08,432222.0,-34697200.0,6.5771e-08,6.45832e-08
1.082e-07,6.48153e-08,6.45325e-08,424948.0,-34737700.0,6.57209e-08,6.45325e-08
1.083e-07,6.47657e-08,6.44807e-08,422236.0,-34740600.0,6.56705e-08,6.44807e-08
1.084e-07,6.47176e-08,6.44276e-08,419491.0,-34750100.0,6.56197e-08,6.44276e-08
1.085e-07,6.4669e-08,6.43772e-08,424524.0,-34745300.0,6.55697e-08,6.43772e-08
1.086e-07,6.46198e-08,6.433e-08,426416.0,-34745800.0,6.55205e-08,6.433e-08
1.087e-07,6.457e-08,6.42821e-08,427116.0,-34748600.0,6.54712e-08,6.42821e-08
1.088e-07,6.45195e-08,6.42334e-08,426886.0,-34750300.0,6.54218e-08,6.42334e-08
1.089e-07,6.44683e-08,6.41838e-08,422745.0,-34782800.0,6.53722e-08,6.41838e-08
1.09e-07,6.44161e-08,6.41332e-08,421063.0,-34746500.0,6.53223e-08,6.41332e-08
1.091e-07,6.43667e-08,6.40816e-08,417490.0,-34753400.0,6.52721e-08,6.40816e-08
1.092e-07,6.43187e-08,6.40288e-08,415814.0,-34762600.0,6.52215e-08,6.40288e-08
1.093e-07,6.42703e-08,6.39784e-08,418037.0,-34759800.0,6.51716e-08,6.39784e-08
1.094e-07,6.42213e-08,6.39314e-08,418412.0,-34761500.0,6.51226e-08,6.39314e-08
1.095e-07,6.41717e-08,6.38836e-08,423445.0,-34754900.0,6.50735e-08,6.38836e-08
1.096e-07,6.41215e-08,6.38351e-08,423328.0,-34750200.0,6.50243e-08,6.38351e-08
1.097e-07,6.40704e-08,6.37858e-08,424493.0,-34711600.0,6.49749e-08,6.37858e-08
1.098e-07,6.40185e-08,6.37355e-08,418811.0,-34756400.0,6.49252e-08,6.37355e-08
1.099e-07,6.3969e-08,6.36841e-08,417449.0,-34756900.0,6.48752e-08,6.36841e-08
1.1e-07,6.39213e-08,6.36315e-08,417107.0,-34760300.0,6.48248e-08,6.36315e-08
1.101e-07,6.3873e-08,6.35809e-08,423590.0,-34754200.0,6.4775e-08,6.35809e-08
1.102e-07,6.38243e-08,6.35341e-08,426039.0,-34752400.0,6.47261e-08,6.35341e-08
1.103e-07,6.37749e-08,6.34866e-08,427533.0,-34750300.0,6.46772e-08,6.34866e-08
1.104e-07,6.37249e-08,6.34383e-08,418934.0,-34768100.0,6.46282e-08,6.34383e-08
1.105e-07,6.36741e-08,6.33892e-08,417567.0,-34765600.0,6.4579e-08,6.33892e-08
1.106e-07,6.36224e-08,6.33392e-08,414842.0,-34767600.0,6.45295e-08,6.33392e-08
1.107e-07,6.35728e-08,6.3288e-08,412956.0,-34768300.0,6.44797e-08,6.3288e-08
1.108e-07,6.35252e-08,6.32358e-08,419695.0,-34764100.0,6.44295e-08,6.32358e-08
1.109e-07,6.34772e-08,6.31848e-08,421802.0,-34763500.0,6.43797e-08,6.31848e-08
1.11e-07,6.34286e-08,6.31382e-08,425181.0,-34760800.0,6.43311e-08,6.31382e-08
1.111e-07,6.33795e-08,6.3091e-08,423147.0,-34762900.0,6.42824e-08,6.3091e-08
1.112e-07,6.33297e-08,6.30429e-08,414790.0,-34780200.0,6.42335e-08,6.30429e-08
1.113e-07,6.32792e-08,6.29941e-08,413298.0,-34778300.0,6.41845e-08,6.29941e-08
1.114e-07,6.32278e-08,6.29443e-08,409224.0,-34782100.0,6.41353e-08,6.29443e-08
1.115e-07,6.31778e-08,6.28935e-08,404622.0,-34786800.0,6.40857e-08,6.28935e-08
1.116e-07,6.31305e-08,6.28415e-08,402573.0,-34794400.0,6.40357e-08,6.28415e-08
1.117e-07,6.30827e-08,6.279e-08,406678.0,-34792000.0,6.39859e-08,6.279e-08
1.118e-07,6.30344e-08,6.27437e-08,405635.0,-34797700.0,6.39374e-08,6.27437e-08
1.119e-07,6.29855e-08,6.26967e-08,410410.0,-34794000.0,6.38889e-08,6.26967e-08
1.12e-07,6.2936e-08,6.26489e-08,410650.0,-34792700.0,6.38402e-08,6.26489e-08
1.121e-07,6.28857e-08,6.26003e-08,409421.0,-34791100.0,6.37914e-08,6.26003e-08
1.122e-07,6.28347e-08,6.25509e-08,405739.0,-34792100.0,6.37424e-08,6.25509e-08
1.123e-07,6.27843e-08,6.25004e-08,400318.0,-34797400.0,6.36931e-08,6.25004e-08
1.124e-07,6.27371e-08,6.24488e-08,401762.0,-34801700.0,6.36433e-08,6.24488e-08
1.125e-07,6.26896e-08,6.23966e-08,408304.0,-34805500.0,6.35934e-08,6.23966e-08
1.126e-07,6.26415e-08,6.23505e-08,408183.0,-34801800.0,6.35451e-08,6.23505e-08
1.127e-07,6.25929e-08,6.23037e-08,406257.0,-34805800.0,6.34968e-08,6.23037e-08
1.128e-07,6.25437e-08,6.22562e-08,406966.0,-34801200.0,6.34483e-08,6.22562e-08
1.129e-07,6.24937e-08,6.2208e-08,405828.0,-34796900.0,6.33997e-08,6.2208e-08
1.13e-07,6.2443e-08,6.21588e-08,401136.0,-34804900.0,6.33509e-08,6.21588e-08
1.131e-07,6.2392e-08,6.21087e-08,393771.0,-34813600.0,6.33018e-08,6.21087e-08
1.132e-07,6.23451e-08,6.20575e-08,392441.0,-34822100.0,6.32523e-08,6.20575e-08
1.133e-07,6.22978e-08,6.20051e-08,389566.0,-34832100.0,6.32024e-08,6.20051e-08
1.134e-07,6.225e-08,6.19585e-08,392955.0,-34832600.0,6.31542e-08,6.19585e-08
1.135e-07,6.22017e-08,6.19121e-08,393607.0,-34835700.0,6.3106e-08,6.19121e-08
1.136e-07,6.21527e-08,6.18649e-08,402114.0,-34816100.0,6.30578e-08,6.18649e-08
1.137e-07,6.21031e-08,6.1817e-08,402021.0,-34810000.0,6.30094e-08,6.1817e-08
1.138e-07,6.20526e-08,6.17681e-08,396148.0,-34846600.0,6.29608e-08,6.17681e-08
1.139e-07,6.20012e-08,6.17184e-08,390517.0,-34822700.0,6.29119e-08,6.17184e-08
1.14e-07,6.19543e-08,6.16676e-08,388442.0,-34831500.0,6.28627e-08,6.16676e-08
1.141e-07,6.19073e-08,6.16156e-08,385232.0,-34842100.0,6.28131e-08,6.16156e-08
1.142e-07,6.18598e-08,6.15678e-08,385766.0,-34846700.0,6.27646e-08,6.15678e-08
1.143e-07,6.18118e-08,6.15217e-08,385644.0,-34851100.0,6.27166e-08,6.15217e-08
1.144e-07,6.17631e-08,6.14748e-08,391514.0,-34843900.0,6.26686e-08,6.14748e-08
1.145e-07,6.17138e-08,6.14272e-08,398481.0,-34823100.0,6.26204e-08,6.14272e-08
1.146e-07,6.16637e-08,6.13788e-08,395488.0,-34823700.0,6.2572e-08,6.13788e-08
1.147e-07,6.16128e-08,6.13294e-08,388421.0,-34832800.0,6.25234e-08,6.13294e-08
1.148e-07,6.15649e-08,6.1279e-08,384523.0,-34840500.0,6.24744e-08,6.1279e-08
1.149e-07,6.15181e-08,6.12275e-08,384420.0,-34847800.0,6.24251e-08,6.12275e-08
1.15e-07,6.14709e-08,6.11784e-08,381777.0,-34857100.0,6.23763e-08,6.11784e-08
1.151e-07,6.14232e-08,6.11326e-08,381647.0,-34861700.0,6.23285e-08,6.11326e-08
1.152e-07,6.13748e-08,6.10861e-08,385949.0,-34859800.0,6.22807e-08,6.10861e-08
1.153e-07,6.13259e-08,6.10388e-08,394563.0,-34836400.0,6.22327e-08,6.10388e-08
1.154e-07,6.12762e-08,6.09908e-08,393239.0,-34832000.0,6.21846e-08,6.09908e-08
1.155e-07,6.12257e-08,6.09418e-08,390234.0,-34836800.0,6.21362e-08,6.09418e-08
1.156e-07,6.11767e-08,6.08918e-08,388134.0,-34834500.0,6.20875e-08,6.08918e-08
1.157e-07,6.11302e-08,6.08408e-08,391285.0,-34835700.0,6.20384e-08,6.08408e-08
1.158e-07,6.10833e-08,6.07902e-08,396028.0,-34833600.0,6.19894e-08,6.07902e-08
1.159e-07,6.10358e-08,6.07447e-08,396401.0,-34834900.0,6.19417e-08,6.07447e-08
1.16e-07,6.09879e-08,6.06985e-08,397975.0,-34835000.0,6.18941e-08,6.06985e-08
1.161e-07,6.09393e-08,6.06517e-08,390052.0,-34855500.0,6.18463e-08,6.06517e-08
1.162e-07,6.08899e-08,6.0604e-08,388829.0,-34858500.0,6.17984e-08,6.0604e-08
1.163e-07,6.08398e-08,6.05555e-08,385791.0,-34852000.0,6.17503e-08,6.05555e-08
1.164e-07,6.07898e-08,6.0506e-08,379821.0,-34857100.0,6.17019e-08,6.0506e-08
1.165e-07,6.07435e-08,6.04554e-08,381475.0,-34856100.0,6.16531e-08,6.04554e-08
1.166e-07,6.06969e-08,6.04037e-08,379777.0,-34863500.0,6.16039e-08,6.04037e-08
1.167e-07,6.06498e-08,6.0358e-08,380985.0,-34866300.0,6.15562e-08,6.0358e-08
1.168e-07,6.06022e-08,6.03122e-08,385720.0,-34864100.0,6.15088e-08,6.03122e-08
1.169e-07,6.05539e-08,6.02657e-08,386578.0,-34857400.0,6.14612e-08,6.02657e-08
1.17e-07,6.0505e-08,6.02185e-08,385805.0,-34863800.0,6.14136e-08,6.02185e-08
1.171e-07,6.04553e-08,6.01704e-08,386828.0,-34820800.0,6.13657e-08,6.01704e-08
1.172e-07,6.04048e-08,6.01214e-08,380215.0,-34859600.0,6.13175e-08,6.01214e-08
1.173e-07,6.03581e-08,6.00713e-08,381488.0,-34856900.0,6.1269e-08,6.00713e-08
1.174e-07,6.03118e-08,6.00202e-08,384654.0,-34857000.0,6.12201e-08,6.00202e-08
1.175e-07,6.0265e-08,5.99725e-08,383566.0,-34862100.0,6.12e-08,5.99725e-08
1.176e-07,6.02177e-08,5.99271e-08,386821.0,-34860400.0,6.11298e-08,5.99271e-08
1.177e-07,6.01698e-08,5.9881e-08,390327.0,-34857600.0,6.10774e-08,5.9881e-08
1.178e-07,6.01213e-08,5.98342e-08,382627.0,-34871800.0,6.103e-08,5.98342e-08
1.179e-07,6.0072e-08,5.97865e-08,381191.0,-34867100.0,6.09823e-08,5.97865e-08
1.18e-07,6.0022e-08,5.9738e-08,377962.0,-34872100.0,6.09344e-08,5.9738e-08
1.181e-07,5.99739e-08,5.96885e-08,376525.0,-34869800.0,6.08863e-08,5.96885e-08
1.182e-07,5.99278e-08,5.96379e-08,379556.0,-34867900.0,6.08377e-08,5.96379e-08
1.183e-07,5.98814e-08,5.95882e-08,387134.0,-34863400.0,6.07891e-08,5.95882e-08
1.184e-07,5.98344e-08,5.95431e-08,387904.0,-34867200.0,6.0742e-08,5.95431e-08
1.185e-07,5.97869e-08,5.94974e-08,385964.0,-34869200.0,6.06949e-08,5.94974e-08
1.186e-07,5.97388e-08,5.9451e-08,378568.0,-34887200.0,6.06476e-08,5.9451e-08
1.187e-07,5.969e-08,5.94038e-08,377667.0,-34886400.0,6.06002e-08,5.94038e-08
1.188e-07,5.96405e-08,5.93558e-08,375479.0,-34884300.0,6.05526e-08,5.93558e-08
1.189e-07,5.95909e-08,5.93069e-08,371513.0,-34882500.0,6.05047e-08,5.93069e-08
1.19e-07,5.95451e-08,5.92569e-08,374525.0,-34880000.0,6.04565e-08,5.92569e-08
